sentence,source,title,sentence_length,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,LIX,SMOGIndex,RIX,DaleChallIndex,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization,interrogative,article,subordination
Daarom moet controle verder gaan dan technische oplossingen en formele wetgeving.,AbstractiveSummEP,AISurveillance,12,11.22727272727273,14.04272727272727,18.926676909090915,34.16090909090911,11.672727272727274,56.45454545454545,10.745966692414834,5.0,19.972099999999998,0,1,0,0,0,1,0,0,1
"Er moet rekening gehouden worden met de dynamische context en sociale technische praktijken waarin de technologie is ingebed, er moet aandacht zijn voor de machtsverhoudingen tussen de betrokken partijen en de meest kwetsbaren moeten beschermd worden.",AbstractiveSummEP,AISurveillance,38,19.100000000000005,24.568333333333335,18.329774722222233,22.245000000000026,25.511111111111113,77.66666666666666,20.320508075688775,15.0,20.334877777777777,2,5,0,0,0,1,0,0,0
Deze relatieve controle betekent dat de belangen van de meest kwetsbaren en hun vertegenwoordigers betrokken moeten worden bij het beleid en controlemechanismen die gebaseerd zijn op algoritmische surveillance.,AbstractiveSummEP,AISurveillance,29,19.772857142857145,23.184999999999995,21.361538928571434,3.1721428571428767,25.485714285714288,67.28571428571428,20.320508075688775,11.0,20.25137142857143,1,2,0,0,0,0,0,0,0
"Transparantie is ook belangrijk om te voorkomen dat vooroordelen en fouten leiden tot schendingen van de mensenrechten, zoals het Federaal Instituut voor de Bescherming en Bevordering van de Rechten van de Mens (FIRM) aangeeft.",AbstractiveSummEP,AISurveillance,38,17.10529411764706,21.890588235294118,16.186972764705885,32.9838235294118,19.482352941176472,69.29411764705883,15.24744871391589,12.0,20.648488235294117,1,0,0,0,0,1,0,0,0
Volgens het FIRM weten mensen in BelgiÃ« vaak niet waarvoor de overheid algoritmen gebruikt.,AbstractiveSummEP,AISurveillance,16,9.255714285714287,11.475000000000001,14.424999357142863,53.63928571428574,11.314285714285715,49.714285714285715,10.745966692414834,5.0,18.99304285714286,0,0,0,0,1,1,0,0,0
Niet altijd is duidelijk hoe persoonsgegevens verwerkt worden.,AbstractiveSummEP,AISurveillance,9,12.605000000000004,14.362500000000004,20.18978025,18.940000000000033,13.200000000000001,45.5,10.745966692414834,3.0,15.875800000000002,1,1,0,0,0,0,0,0,0
Daarom moet er nagedacht worden over hoe controlemechanismen kunnen worden geÃ¯mplementeerd om rekening te houden met asymmetrische machtsrelaties en de macht van technologiebedrijven.,AbstractiveSummEP,AISurveillance,24,19.336666666666662,21.970000000000006,22.165399333333333,-0.8249999999999744,21.26666666666667,53.16666666666667,17.491376746189438,7.0,18.643150000000002,0,4,0,0,0,1,0,0,1
Ook moet er gekeken worden naar hoe collectieve en sociale schade voorkomen kan worden.,AbstractiveSummEP,AISurveillance,15,9.255714285714287,10.129285714285714,12.745041928571432,53.63928571428574,14.171428571428573,42.57142857142857,12.486832980505138,4.0,18.99304285714286,0,4,0,0,0,0,0,0,0
"Vooraleer de politie investeert in een technologie, moet er een democratische evidence-based proportionaliteitstoets worden uitgevoerd.",AbstractiveSummEP,AISurveillance,17,21.72666666666667,23.436,28.8735286,-33.98999999999995,24.666666666666668,68.33333333333334,17.491376746189438,8.0,19.117833333333333,0,2,0,0,0,1,0,0,0
Burgers worden betrokken bij besluitvorming door middel van deze toets.,AbstractiveSummEP,AISurveillance,11,9.55,12.300999999999995,17.107559100000003,44.40500000000001,12.0,40.0,10.745966692414834,3.0,18.3435,0,1,0,0,0,1,0,0,0
"Daarnaast wordt er rekening gehouden met de groeiende macht van de staat en private partijen, evenals met collectieve en sociale schade.",AbstractiveSummEP,AISurveillance,23,11.142857142857142,14.638571428571431,14.709469047619052,52.57714285714289,17.923809523809524,63.857142857142854,15.24744871391589,9.0,18.964290476190477,0,1,0,0,0,1,0,0,0
Deze toets moet gebaseerd zijn op wetenschappelijke en objectieve analyse.,AbstractiveSummEP,AISurveillance,11,11.91,13.714000000000006,18.871514400000002,27.48500000000002,20.0,50.0,13.954451150103322,4.0,19.9225,1,1,0,0,0,0,0,0,0
Een orgaan zoals de WRR kan hierbij een rol spelen door samen met universiteiten en het middenveld beleidsgericht onderzoek te doen.,AbstractiveSummEP,AISurveillance,22,11.704761904761906,13.965714285714284,13.869490333333339,48.54857142857145,16.019047619047623,44.80952380952381,13.954451150103322,5.0,18.964290476190477,0,1,0,0,0,0,0,1,0
Ook kan er onderzoek gedaan worden naar de collectieve en sociale schade van algoritmische surveillance en naar innovatieve controle- en handhavingsmechanismen.,AbstractiveSummEP,AISurveillance,22,16.2,20.021428571428565,21.429298761904768,16.32000000000002,19.82857142857143,59.095238095238095,16.41640786499874,8.0,20.4681,0,2,0,0,0,0,0,0,0
"Een AI-coÃ¶rdinatiecentrum, zoals voorgesteld in het WRR AI rapport, biedt een structuur om regelmatig met elkaar in contact te treden en van elkaar te leren.",AbstractiveSummEP,AISurveillance,28,11.796153846153846,15.119999999999997,12.460478692307692,56.79884615384617,15.015384615384617,49.07692307692308,12.486832980505138,6.0,18.894176923076923,0,0,0,0,0,0,0,1,0
Het centrum moet politiek verankerd zijn om snel beleid te kunnen maken.,AbstractiveSummEP,AISurveillance,13,7.773333333333333,8.120000000000001,11.132844333333335,60.70500000000002,11.466666666666667,37.0,10.745966692414834,3.0,20.021700000000003,1,2,0,1,0,0,0,1,0
Bij grootschalige surveillance door politiediensten moet de bevolking betrokken worden bij beslissingen.,AbstractiveSummEP,AISurveillance,13,16.62333333333334,20.68,26.812447000000006,-2.7449999999999974,24.8,62.0,16.41640786499874,6.0,18.705866666666665,0,2,0,0,1,1,0,0,0
"Er is debat nodig over de doelen die de samenleving wil nastreven en de vraag waar, waarvoor en onder welke condities AI gebruikt wordt.",AbstractiveSummEP,AISurveillance,26,9.995000000000001,12.353749999999998,10.16070354166667,66.15000000000002,14.600000000000001,44.83333333333333,12.486832980505138,5.0,18.643150000000002,1,2,0,0,0,1,0,0,0
"Methoden om dit te doen zijn publieke debatten, openbare raadplegingen, burgerjury's en citizen-science initiatieven.",AbstractiveSummEP,AISurveillance,17,16.220000000000006,17.470000000000006,21.42571733333334,5.4900000000000055,22.0,68.33333333333334,16.41640786499874,8.0,20.170500000000004,1,0,0,0,0,0,0,0,0
"Door het publiek te betrekken als actieve deelnemers aan het proces, kan de overheid leren van de expertise van burgers.",AbstractiveSummEP,AISurveillance,22,9.910000000000004,11.884499999999996,11.825094450000005,59.63500000000002,16.0,55.0,13.954451150103322,7.0,19.628999999999998,0,1,0,0,1,1,0,0,0
Het is van essentieel belang dat kwetsbare groepen en gemeenschappen een significante stem krijgen in beslissingsmakingsprocessen.,AbstractiveSummEP,AISurveillance,17,17.937500000000004,20.128749999999997,24.243929375000008,-5.042499999999979,16.400000000000002,59.75,13.954451150103322,7.0,17.259475000000002,1,0,0,1,0,0,0,1,0
Er is een AI-coÃ¶rdinatiecentrum nodig om regelmatig met elkaar in contact te treden en van elkaar te leren.,AbstractiveSummEP,AISurveillance,19,9.830526315789477,10.132631578947368,10.184430684210525,58.42368421052632,11.810526315789474,34.78947368421053,10.745966692414834,3.0,17.875742105263157,1,0,0,0,0,0,0,0,0
Het centrum moet politiek verankerd zijn om snel beleid te kunnen maken.,AbstractiveSummEP,AISurveillance,13,7.773333333333333,8.120000000000001,11.132844333333335,60.70500000000002,11.466666666666667,37.0,10.745966692414834,3.0,20.021700000000003,1,2,0,1,0,0,0,1,0
Bij grootschalige surveillance door politiediensten moet de bevolking betrokken worden bij beslissingen.,AbstractiveSummEP,AISurveillance,13,16.62333333333334,20.68,26.812447000000006,-2.7449999999999974,24.8,62.0,16.41640786499874,6.0,18.705866666666665,0,2,0,0,1,1,0,0,0
"Er is debat nodig over de doelen die de samenleving wil nastreven en de vraag waar, waarvoor en onder welke condities AI gebruikt wordt.",AbstractiveSummEP,AISurveillance,26,9.995000000000001,12.353749999999998,10.16070354166667,66.15000000000002,14.600000000000001,44.83333333333333,12.486832980505138,5.0,18.643150000000002,1,2,0,0,0,1,0,0,0
"Methoden om dit te doen zijn publieke debatten, openbare raadplegingen, burgerjury's en citizen-science initiatieven.",AbstractiveSummEP,AISurveillance,17,16.220000000000006,17.470000000000006,21.42571733333334,5.4900000000000055,22.0,68.33333333333334,16.41640786499874,8.0,20.170500000000004,1,0,0,0,0,0,0,0,0
"Door het publiek te betrekken als actieve deelnemers aan het proces, kan de overheid leren van de expertise van burgers.",AbstractiveSummEP,AISurveillance,22,9.910000000000004,11.884499999999996,11.825094450000005,59.63500000000002,16.0,55.0,13.954451150103322,7.0,19.628999999999998,0,1,0,0,1,1,0,0,0
Het is essentieel dat kwetsbare groepen en gemeenschappen een significante stem krijgen in beslissingsmakingsprocessen.,AbstractiveSummEP,AISurveillance,15,18.52714285714286,20.895000000000003,26.184701357142856,-12.832142857142818,17.02857142857143,64.0,13.954451150103322,7.0,16.73732857142857,1,0,0,1,0,0,0,1,0
"Relationele controle biedt interessante mogelijkheden om de huidige controle- en handhavingsmechanismen voor algoritmische surveillance te herdenken, rekening houdend met de sociaal-technische ontwikkelingen die in deze bijdrage besproken zijn.",AbstractiveSummEP,AISurveillance,30,23.14428571428572,28.567857142857143,28.08136864285715,-20.9992857142857,25.485714285714288,85.14285714285714,20.320508075688775,16.0,19.123514285714286,1,0,0,0,0,1,0,0,0
We kunnen lessen trekken uit de relationele ethiek als we deze mechanismen bekijken.,AbstractiveSummEP,AISurveillance,14,9.44923076923077,10.793846153846154,14.03628376923077,50.47076923076926,14.430769230769233,43.769230769230774,12.486832980505138,4.0,17.64206923076923,0,1,0,1,0,0,0,0,0
De drie socio-technische ontwikkelingen tonen aan dat het huidige kader niet voldoende is om deze te beheersen.,AbstractiveSummEP,AISurveillance,18,11.169411764705881,13.11352941176471,14.970885058823534,45.26235294117649,13.858823529411765,46.41176470588235,12.486832980505138,5.0,19.340876470588235,1,0,0,0,0,1,0,1,0
"Relationele ethiek biedt een andere manier om naar controle en handhaving van algoritmische surveillance door de politie te kijken, wat aangeeft dat 'rationele' controlemechanismen niet voldoende zijn.",AbstractiveSummEP,AISurveillance,31,17.665925925925922,21.9,20.342427148148154,16.4966666666667,19.68888888888889,64.03703703703704,16.41640786499874,10.0,20.180885185185183,1,0,0,0,0,1,0,0,0
"Er zijn interessante mogelijkheden om verder te denken over de vraag, maar het antwoord blijft voorlopig, omdat verdere (empirische) onderzoeken nodig zijn om meer inzicht te krijgen.",AbstractiveSummEP,AISurveillance,32,15.043703703703706,18.58555555555555,16.204754222222228,35.29666666666668,18.20740740740741,60.333333333333336,15.24744871391589,9.0,20.180885185185183,2,0,0,0,0,0,0,0,0
« verschillen in economische dynamiek en beleid.,AbstractiveSummEP,BelgieVsNederland,8,14.283333333333335,12.970000000000006,18.466989333333338,3.3450000000000024,22.400000000000002,56.0,12.486832980505138,3.0,17.092433333333332,0,0,0,0,0,0,0,0,0
"« is er meer onstabiele regulering, wat het wantrouwen tussen burgers vergroot.",AbstractiveSummEP,BelgieVsNederland,14,11.22727272727273,11.901818181818179,16.254017363636365,34.16090909090911,15.309090909090907,56.45454545454545,12.486832980505138,5.0,18.536645454545457,1,0,0,0,0,1,0,0,0
In Nederland is er een responsabiliseringsbeleid dat financiÃ«le prikkels gebruikt om ziekteverzuim te beperken.,AbstractiveSummEP,BelgieVsNederland,17,14.646666666666672,16.528,20.249747133333337,16.770000000000007,16.666666666666668,61.666666666666664,13.954451150103322,7.0,18.06516666666667,1,0,0,0,1,0,0,0,0
Nederland scoort hoog op het gebied van kennisintensieve diensten in de export.,AbstractiveSummEP,BelgieVsNederland,13,9.740000000000002,10.8675,14.56275741666667,46.605000000000025,11.466666666666667,37.0,10.745966692414834,3.0,18.705866666666665,0,0,0,0,0,0,0,0,0
In Nederland zijn tegenstellingen tussen werkgevers en werknemers minder uitgesproken dan in BelgiÃ,AbstractiveSummEP,BelgieVsNederland,13,14.895384615384618,16.590769230769233,21.273023461538465,11.424615384615402,17.50769230769231,51.46153846153846,13.954451150103322,5.0,17.64206923076923,1,0,0,0,1,0,0,0,0
"Beide landen delen veel gemeenschappelijke uitdagingen, zoals een vergrijzende bevolking, energiecrisissen en de-industrialisatie.",AbstractiveSummEP,BelgieVsNederland,16,24.880000000000006,26.735384615384618,33.93731792307692,-60.159999999999975,23.661538461538463,59.15384615384615,16.41640786499874,6.0,20.0713,0,0,0,0,0,1,0,0,0
« hebben verschillende economische beleidsstijlen.,AbstractiveSummEP,BelgieVsNederland,6,24.320000000000004,32.38,41.48073700000001,-72.17499999999998,31.6,79.0,12.486832980505138,3.0,19.6249,0,1,0,0,0,1,0,0,0
"Nederland heeft sinds de jaren 80 vooral ingezet op een kleinere overheid en marktwerking, terwijl BelgiÃ« de overheid een grote rol liet spelen.",AbstractiveSummEP,BelgieVsNederland,26,11.849565217391305,14.643913043478257,13.590276000000003,51.07260869565218,16.156521739130437,53.434782608695656,13.954451150103322,7.0,20.567300000000003,0,1,0,0,0,1,0,0,0
"Dit heeft geleid tot verschillen in overheidsbelasting, concurrentievermogen en economische prestaties.",AbstractiveSummEP,BelgieVsNederland,13,20.88181818181818,23.03454545454546,30.151847000000004,-35.05727272727268,22.581818181818182,56.45454545454545,15.24744871391589,5.0,18.536645454545457,0,1,0,0,0,1,0,0,0
We verkennen de verschillen en overeenkomsten tussen de twee landen.,AbstractiveSummEP,BelgieVsNederland,11,8.370000000000001,10.887999999999998,15.343603800000004,52.865000000000016,16.0,40.0,12.486832980505138,3.0,18.3435,0,0,0,1,0,0,0,0,0
"Beide landen hebben grondige structurele veranderingen doorgevoerd, die ze delen met veel andere oudere EU-lidstaten.",AbstractiveSummEP,BelgieVsNederland,17,14.646666666666672,17.784,21.817707400000003,16.770000000000007,14.0,48.333333333333336,12.486832980505138,5.0,18.06516666666667,0,1,0,0,0,0,0,0,0
"« en Nederland hebben te maken gehad met veroudering van de bevolking, de-industrialisatie en een toename van de tertiaire sector.",AbstractiveSummEP,BelgieVsNederland,22,14.798947368421054,14.842631578947369,16.064281684210528,22.8026315789474,16.02105263157895,50.578947368421055,13.954451150103322,6.0,19.53784736842105,0,1,0,0,0,1,0,0,0
De economische dynamiek en systeemevolutie verschilden sinds de oliecrisissen in 1973 en 1979.,AbstractiveSummEP,BelgieVsNederland,14,12.172307692307694,14.416923076923077,18.55924607692308,30.94769230769233,20.58461538461539,51.46153846153846,15.24744871391589,5.0,18.856684615384616,0,0,0,0,0,1,0,1,0
Het verschil in beleid speelde hierbij een grote rol.,AbstractiveSummEP,BelgieVsNederland,10,3.653333333333336,6.096666666666668,9.65765866666667,84.90000000000002,3.6,42.333333333333336,3.0,3.0,18.118455555555556,0,0,0,1,0,0,0,1,0
De olieprijsstijging en de concurrentie vanuit opkomende landen hebben de economieÃ«n van beide landen sterk aangetast.,AbstractiveSummEP,BelgieVsNederland,19,12.55764705882353,15.329999999999998,17.73787376470589,35.309411764705914,18.564705882352943,46.41176470588235,15.24744871391589,5.0,20.2697,0,1,0,0,0,1,0,1,0
"Duurdere olie verminderde de consumptie en ondermijnde, samen met goedkopere invoer, de binnenlandse productie.",AbstractiveSummEP,BelgieVsNederland,17,13.470000000000002,17.53071428571429,21.984807785714295,23.42500000000002,22.742857142857144,64.0,16.41640786499874,7.0,18.99304285714286,0,0,0,0,0,1,0,0,0
"Er ontstond minder werkgelegenheid, meer faillissementen, een stijgende werkloosheid en grotere begrotingstekorten.",AbstractiveSummEP,BelgieVsNederland,15,18.59,24.2125,31.22233525,-16.84499999999999,18.133333333333333,70.33333333333334,13.954451150103322,7.0,20.021700000000003,0,0,0,0,0,1,0,0,0
"De overheid moest bedrijven helpen, meer mensen aan het werk zetten en meer werkloosheidsuitkeringen uitbetalen.",AbstractiveSummEP,BelgieVsNederland,17,13.860000000000003,16.214000000000006,19.857757066666665,22.41000000000002,16.666666666666668,41.66666666666667,13.954451150103322,4.0,20.170500000000004,0,1,0,0,0,1,0,1,0
Hierdoor liep de staatsschuld sterk op en verdubbelde.,AbstractiveSummEP,BelgieVsNederland,9,3.7550000000000026,9.6525,14.309929250000007,82.39000000000001,8.200000000000001,45.5,8.477225575051662,3.0,19.823300000000003,0,0,0,0,0,0,0,0,0
«erde een vicieuze cirkel.,AbstractiveSummEP,BelgieVsNederland,6,6.620000000000001,5.297499999999999,7.6715937499999995,54.72500000000002,11.600000000000001,29.0,8.477225575051662,1.0,19.6249,0,0,0,0,0,0,0,0,0
In Nederland steeg het aandeel van het BBP van 40% in 1975 naar 80% in de jaren tachtig.,AbstractiveSummEP,BelgieVsNederland,19,3.2300000000000004,5.363333333333333,4.768228666666669,103.96500000000002,9.422222222222222,34.66666666666667,8.477225575051662,3.0,17.687633333333334,0,0,0,0,1,0,0,0,0
